nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName,teamAssigned
IHALL03701,1617,2243,1,45 Francis,HALL,Hall L2,Hallway L2,I
IHALL03702,1624,2089,2,Shapiro,HALL,Hall,Hall,I
IHALL03704,1620,2094,4,Shapiro,HALL,HallF1,Hallway Floor 1,I
IHALL03801,1577,2243,1,45 Francis,HALL,Hall L2,Hallway L2,I
IHALL03802,2771,1125,2,45 Francis,HALL,Hall,Hall,I
IHALL03804,1426,2663,4,BTM,HALL,Hallway,Hallway Level 1,I
IHALL03904,1767,1248,4,Tower,HALL,HallF1,Hallway Floor 1,I
IHALL04104,2790,1152,4,45 Francis,HALL,HallF1,Hallway Floor 1,I
IHALL04204,2790,1200,4,45 Francis,HALL,Hall F1,Hallway Floor 1,I
IHALL04304,2790,1292,4,45 Francis,HALL,Hall F1,Hallway Floor 1,I
IHALL06105,2247,1251,5,45 Francis,HALL,Hall F2,Hallway Floor 2,I
IHALL06205,1825,1286,5,Tower,HALL,Hall 12,Hallway Floor 2,I
IHALL06305,2554,1316,5,45 Francis,HALL,Hall F2,Hallway Floor 2,I
IHALL06405,1627,1029,5,Tower,HALL,Hall F2,Hallway Floor 2,I
IHALL06505,2440,902,5,45 Francis,HALL,HallF2,Hallway Floor 2,I
IHALL06605,2605,844,5,45 Francis,HALL,Hall F2,Hallway Floor 2,I
IHALL06705,2945,978,5,45 Francis,HALL,Hall F2,Hallway Floor 2,I
IHALL06805,2989,978,5,45 Francis,HALL,Hall F2,Hallway F2,I
IHALL06905,2945,844,5,45 Francis,HALL,Hall F2,Hallway Floor 2,I
IHALL07105,3147,963,5,45 Francis,HALL,Hall F2,Hallway Floor 2,I
IHALL07205,3259,882,5,45 Francis,HALL,Hall F2,Hallway Floor 2,I
IHALL07305,3365,861,5,15 Francis,HALL,Hall F2,Hallway Floor 2,I
ILABS00306,2365,933,6,45 Francis,LABS,Blood Lab,OB/GYN Blood Lab,I
IREST00103,2266,1255,6,45 Francis,REST,Restroom,R1,Z
IREST00203,2570,1257,6,45 Francis,REST,Restroom,R2,Z
IREST00301,1114,488,1,Faulkner,REST,Restroom Female Level 1,Restroom Female Level 1,I
IREST00303,2744,1152,6,45 Francis,REST,Restroom,R3,Z
IREST00401,1679,2130,1,Shapiro,REST,RestL2Q,Restroom L2 Q,I
IREST00403,2303,995,6,45 Francis,REST,Restroom,R4,Z
IREST00502,1972,786,2,45 Francis,REST,Rest L1,Day Surgery Restroom,I
IREST00506,1358,2739,6,BTM,REST,Rest,Restroom,I
IREST00602,2738,1161,2,45 Francis,REST,Rest HL2,Restroom H ,I
IREST00705,1286,1856,5,Shapiro,REST,Rest F2,Family Center Restroom,I
IREST00805,2623,844,5,45 Francis,REST,Restroom,Women's Restroom,I
IRETL00405,3310,1005,5,45 Francis,RETL,Coffee Connection,Coffee Connection,I
ISTAI00102,2795,1125,2,45 Francis,STAI,Stairs,Stairwell L1,I
ISTAI00206,2798,1152,6,45 Francis,STAI,Stair,Stairwell Floor 3,I
LDEPT00102,737,838,2,Faulkner,DEPT,Morgue,DEPT L2003,L
LDEPT00202,757,1122,2,Faulkner,DEPT,Biomedical Engineering,DEPT L2001,L
LDEPT00302,1450,1066,2,Faulkner,DEPT,Occupational Therapy,DEPT L2004,L
LDEPT00402,1166,288,2,Faulkner,DEPT,Otolaryngology,DEPT L2005,L
LDEPT00502,764,713,2,Faulkner,DEPT,Pharmacy,DEPT L2006,L
LDEPT00602,1450,861,2,Faulkner,DEPT,Physical Therapy,DEPT L2007,L
LDEPT00702,1363,474,2,Faulkner,DEPT,Plastic Surgery,DEPT L2008,L
LDEPT00802,1200,1234,2,Faulkner,DEPT,Psych/Addiction Care,DEPT L2009,L
LDEPT00902,1626,1205,2,Faulkner,DEPT,Psychiatric Inpatient Care,DEPT L2010,L
LELEV00X02,1208,414,2,Faulkner,ELEV,Elevator 1 Level 2,ELEV L2003,L
LELEV00Y02,1151,1167,2,Faulkner,ELEV,Elevator 2 Level 2,ELEV L2001,L
LELEV00Z02,1358,1124,2,Faulkner,ELEV,Elevator 3 Level 2,ELEV L2002,L
LHALL00102,747,713,2,Faulkner,HALL,Hallway Intersection 2 Level 2,HALL L2002,L
LHALL00202,747,838,2,Faulkner,HALL,Hallway Intersection 3 Level 2,HALL L2003,L
LHALL00302,747,937,2,Faulkner,HALL,Hallway Intersection 4 Level 2,HALL L2004,L
LHALL00402,747,980,2,Faulkner,HALL,Hallway Intersection 5 Level 2,HALL L2005,L
LHALL00502,747,1122,2,Faulkner,HALL,Hallway Intersection 6 Level 2,HALL L2006,L
LHALL00602,747,1205,2,Faulkner,HALL,Hallway Intersection 7 Level 2,HALL L2007,L
LHALL00702,1151,1204,2,Faulkner,HALL,Hallway Intersection 8 Level 2,HALL L2008,L
LHALL00802,1200,1205,2,Faulkner,HALL,Hallway Intersection 9 Level 2,HALL L2009,L
LHALL00902,1433,1205,2,Faulkner,HALL,Hallway Intersection 10 Level 2,HALL L2010,L
LHALL01002,1433,1124,2,Faulkner,HALL,Hallway Intersection 11 Level 2,HALL L2011,L
LHALL01102,1433,1066,2,Faulkner,HALL,Hallway Intersection 12 Level 2,HALL L2012,L
LHALL01202,1433,944,2,Faulkner,HALL,Hallway Intersection 13 Level 2,HALL L2013,L
LHALL01302,1433,861,2,Faulkner,HALL,Hallway Intersection 14 Level 2,HALL L2014,L
LHALL01402,1433,501,2,Faulkner,HALL,Hallway Intersection 15 Level 2,HALL L2015,L
LHALL01502,1349,501,2,Faulkner,HALL,Hallway Intersection 16 Level 2,HALL L2016,L
LHALL01602,1349,474,2,Faulkner,HALL,Hallway Intersection 17 Level 2,HALL L2017,L
LHALL01702,1349,288,2,Faulkner,HALL,Hallway Intersection 18 Level 2,HALL L2018,L
LHALL01802,1250,288,2,Faulkner,HALL,Hallway Intersection 19 Level 2,HALL L2019,L
LHALL01902,1250,414,2,Faulkner,HALL,Hallway Intersection 20 Level 2,HALL L2020,L
LHALL02002,1250,474,2,Faulkner,HALL,Hallway Intersection 21 Level 2,HALL L2021,L
LHALL02202,747,658,2,Faulkner,HALL,Hallway Intersection 1 Level 2,HALL L2001,L
LREST00202,1450,1124,2,Faulkner,REST,Restroom 1 Level 2,REST L2001,L
LRETL00202,1349,507,2,Faulkner,RETL,Food Service,FOOD L2001,L
LSERV00102,757,937,2,Faulkner,SERV,Central Sterile Supply,STAFF L2001,L
LSERV00202,737,981,2,Faulkner,SERV,Facilities 2,STAFF L2002,L
LSERV00302,1423,944,2,Faulkner,SERV,Central Sterile Supply 2,STAFF L2002,L
LSERV00402,747,646,2,Faulkner,SERV,Material Management,STAFF L2003,L
LSERV00502,667,1205,2,Faulkner,SERV,Mechanical Space,STAFF L2004,L
LSERV00602,737,713,2,Faulkner,SERV,Facilities 5,STAFF L2005,L
LSTAI00202,1290,415,2,Faulkner,STAI,Staircase 1 Level 2,STAIR L2001,L
MDEPT00103,1387,436,3,Faulkner,DEPT,Medical Staff Lounge,Staff Lounge,M
MDEPT00203,1387,317,3,Faulkner,DEPT,Division of GYN,GYN,M
MDEPT00403,1376,271,3,Faulkner,DEPT,OB/GYN Association,OB/GYN,M
MDEPT00503,1323,238,3,Faulkner,DEPT,Gynocology/Oncology,,M
MDEPT00603,1190,239,3,Faulkner,DEPT,Roslindale Pediatric Association,Pediatrics,M
MELEV00X03,1206,388,3,Faulkner,ELEV,Elevator 1 Level 3,Elevator,M
MELEV00Y03,1163,1164,3,Faulkner,ELEV,Elevator 2 Level 3,Elevator,M
MELEV00Z03,1342,1164,3,Faulkner,ELEV,Elevator 3 Level 3,Elevator,M
MHALL00103,1254,1249,3,Faulkner,HALL,Hall,Hall,M
MHALL00203,1254,1053,3,Faulkner,HALL,Hall,Hall,M
MHALL00403,1208,649,3,Faulkner,HALL,Hall,Hall,M
MHALL00503,1208,463,3,Faulkner,HALL,Hall,Hall,M
MHALL00603,1150,463,3,Faulkner,HALL,Hall,Hall,M
MHALL00703,1256,463,3,Faulkner,HALL,Hall,Hall,M
MHALL00803,1366,463,3,Faulkner,HALL,Hall,Hall,M
MHALL00903,1256,388,3,Faulkner,HALL,Hall,Hall,M
MHALL01103,1148,293,3,Faulkner,HALL,Hall,Hall,M
MHALL01703,1105,689,3,Faulkner,HALL,Hall,hall,M
MRETL00103,1229,920,3,Faulkner,RETL,Gift Shop,Gift Shop,M
MRETL00203,1276,649,3,Faulkner,RETL,Cafeteria Hall enterance,Cafeteria,M
MRETL00403,1208,574,3,Faulkner,RETL,Cafeteria Hall enterance,Cafeteria,M
MRETL00503,1440,890,3,Faulkner,RETL,Cafeteria Exterior Entrance,Cafeteria,M
MSERV00203,1254,1380,3,Faulkner,SERV,Shuttle Pickup,Shuttle,M
MSERV00403,1130,1340,3,Faulkner,SERV,Chapel,Chapel,M
MSERV00503,1380,1340,3,Faulkner,SERV,Volunteer Room,Volunteer,M
MSERV00603,1125,1250,3,Faulkner,SERV,Mechanical Space,MechSpace,M
MSERV00703,1333,1249,3,Faulkner,SERV,Mechanical Space,MechSpace,M
MSERV00803,1185,490,3,Faulkner,SERV,Family Patient Resources,Resources,M
MSERV01003,1075,745,3,Faulkner,SERV,Huvos Auditorium Top,Auditorium,M
MSTAI00103,1221,1053,3,Faulkner,STAI,Stairs,Stairs,M
MSTAI00203,1303,388,3,Faulkner,STAI,Stairs,Stairs,M
NCONF00104,538,1240,4,Faulkner,CONF,Tynan Conference Room,CONF N0104,N
NCONF00304,1078,1230,4,Faulkner,CONF,Sadowsky Conference Room,CONF N0204,N
NDEPT00104,911,1200,4,Faulkner,DEPT,Department Office,DEPT N0204,N
NDEPT00204,1227,986,4,Faulkner,DEPT,MOHS Clinic,DEPT N0304,N
NDEPT00304,1232,612,4,Faulkner,DEPT,BD Cardiology,DEPT N0404,N
NDEPT00904,1266,639,4,Faulkner,DEPT,Neurology,DEPT N1004,N
NDEPT01004,1274,848,4,Faulkner,DEPT,Pulmonary Services,DEPT N1104,N
NDEPT01104,1268,1053,4,Faulkner,DEPT,Lung Research,DEPT N1204,N
NDEPT01204,1465,1200,4,Faulkner,DEPT,PATSAFE,DEPT N1304,N
NDEPT01304,1580,1230,4,Faulkner,DEPT,Primary Care Physician,DEPT N1404,N
NDEPT01404,1580,1200,4,Faulkner,DEPT,Surgery Department,DEPT N1504,N
NDEPT01504,1698,1200,4,Faulkner,DEPT,QUALIMP,DEPT N1604,N
NDEPT01604,1782,1200,4,Faulkner,DEPT,SURGSPEC,DEPT N1704,N
NDEPT01704,2110,1200,4,Faulkner,DEPT,Foot and Ankle Center,DEPT N1804,N
NDEPT01804,2110,1230,4,Faulkner,DEPT,BWH Plastics,DEPT N1904,N
NDEPT01904,2192,1200,4,Faulkner,DEPT,Spine FAC,DEPT N2004,N
NDEPT02004,2286,1200,4,Faulkner,DEPT,IS,DEPTN2104,N
NDEPT02204,381,1200,4,Faulkner,DEPT,Urology,DEPT N0104,N
NELEV00X04,1208,414,4,Faulkner,ELEV,Elevator 1 Level 4,ELEV N0304,N
NELEV00Y04,1181,1157,4,Faulkner,ELEV,Elevator 2 Level 4,ELEV N0104,N
NELEV00Z01,1323,1157,1,Faulkner,ELEV,Elevator 3 Level 1,Elevator Z Floor 1,N
NELEV00Z04,1323,1157,4,Faulkner,ELEV,Elevator 3 Level 4,ELEV N0204,N
NHALL00104,538,1219,4,Faulkner,HALL,Hall 2,HALL N0204,N
NHALL00204,722,1219,4,Faulkner,HALL,Hall 3,HALL N0304,N
NHALL00304,911,1219,4,Faulkner,HALL,Hall 4,HALL N0404,N
NHALL00404,985,1219,4,Faulkner,HALL,Hall 5,HALL N0504,N
NHALL00504,1078,1219,4,Faulkner,HALL,Hall 6,HALL N0604,N
NHALL00604,1250,1219,4,Faulkner,HALL,Hall 7,HALL N0704,N
NHALL00704,1250,1157,4,Faulkner,HALL,Hall 8,HALL N0804,N
NHALL00804,1250,1053,4,Faulkner,HALL,Hall 9,HALL N0904,N
NHALL00904,1250,967,4,Faulkner,HALL,Hall 10,HALL N1004,N
NHALL01004,1250,913,4,Faulkner,HALL,Hall 11,HALL N1104,N
NHALL01104,1250,847,4,Faulkner,HALL,Hall 12,HALL N1204,N
NHALL01204,1250,612,4,Faulkner,HALL,Hall 13,HALL N1304,N
NHALL01304,1250,529,4,Faulkner,HALL,Hall 14,HALL N1404,N
NHALL01504,1144,479,4,Faulkner,HALL,Hall 16,HALL N1604,N
NHALL01604,1144,308,4,Faulkner,HALL,Hall 17,HALL N1704,N
NHALL01704,1188,288,4,Faulkner,HALL,Hall 18,HALL N1804,N
NHALL01804,1250,280,4,Faulkner,HALL,Hall 19,HALL N1904,N
NHALL01904,1250,415,4,Faulkner,HALL,Hall 20,HALL N2004,N
NHALL02004,1316,288,4,Faulkner,HALL,Hall 21,HALL N2104,N
NHALL02104,1357,308,4,Faulkner,HALL,Hall 22,HALL N2204,N
NHALL02304,1465,1219,4,Faulkner,HALL,Hall 24,HALL N2404,N
NHALL02404,1580,1219,4,Faulkner,HALL,Hall 25,HALL N2504,N
NHALL02504,1698,1219,4,Faulkner,HALL,Hall 26,HALL N2604,N
NHALL02604,1782,1219,4,Faulkner,HALL,Hall 27,HALL N2704,N
NHALL02704,1864,1219,4,Faulkner,HALL,Hall 28,HALL N2804,N
NHALL02804,1913,1219,4,Faulkner,HALL,Hall 29,HALL N2904,N
NHALL02904,1954,1219,4,Faulkner,HALL,Hall 30,HALL N3004,N
NHALL03004,2022,1219,4,Faulkner,HALL,Hall 31,HALL N3104,N
NHALL03104,2110,1219,4,Faulkner,HALL,Hall 32,HALL N3204,N
NHALL03204,2192,1219,4,Faulkner,HALL,Hall 33,HALL N3304,N
NHALL03304,2286,1219,4,Faulkner,HALL,Hall 34,HALL N3404,N
NHALL03504,256,1219,4,Faulkner,HALL,Hall 1,HALL N0104,N
NLABS00104,985,1230,4,Faulkner,LABS,Medical Library,LABS N0204,N
NLABS00304,256,1230,4,Faulkner,LABS,On Call Room,LABS N0104,N
NREST00104,1233,342,4,Faulkner,REST,Restroom ,REST N0204,N
NREST00204,1270,342,4,Faulkner,REST,Restroom ,REST N0304,N
NREST00205,1232,342,5,Faulkner,REST,Restroom,RESTN0305,N
NREST00303,1108,665,3,Faulkner,REST,Restroom,RESTN0403,N
NREST00305,1270,342,5,Faulkner,REST,Restroom,RESTN0405,N
NREST00404,911,1240,4,Faulkner,REST,Restroom ,REST N0104,N
NRETL00201,1059,232,1,Faulkner,RETL,Starbucks,RETLN0101,N
NSERV00103,1254,1224,3,Faulkner,SERV,3rd Floor Kiosk,SERVN0603,N
NSERV00204,1270,529,4,Faulkner,SERV,Suites,SERV N0304,N
NSERV00301,1256,269,1,Faulkner,SERV,1st Floor Kiosk,SERVN0201,N
NSERV00304,1268,913,4,Faulkner,SERV,Nurse's Suite,SERV N0404,N
NSERV00404,1270,967,4,Faulkner,SERV,House Keeping,SERV N0504,N
NSERV00504,1864,1200,4,Faulkner,SERV,HR,SERV N0604,N
NSERV00604,1864,1230,4,Faulkner,SERV,Compliance,SERV N0704,N
NSERV00704,1913,1200,4,Faulkner,SERV,Finance 1,SERV N0804,N
NSERV00804,1913,1230,4,Faulkner,SERV,Finance 2,SERV N0904,N
NSERV00904,2022,1200,4,Faulkner,SERV,Lockers,SERV N1004,N
NSERV01004,2022,1230,4,Faulkner,SERV,Patient Relations,SERV N1104,N
NSERV01104,1954,1230,4,Faulkner,SERV,VP Clinicial Service,SERV N1204,N
NSERV01204,2192,1230,4,Faulkner,SERV,Finance Office,SERV N1304,N
NSERV01304,980,1130,4,Faulkner,SERV,Admin,SERV N1404,N
NSERV01404,1078,1200,4,Faulkner,SERV,Social Work,SERV N0104,N
NSERV01504,1250,1230,4,Faulkner,SERV,Administration,SERV N0204,N
NSTAI00104,722,1240,4,Faulkner,STAI,Stair 2,STAI N0204,N
NSTAI00204,1221,1053,4,Faulkner,STAI,STAI N0304,Stair 3,N
NSTAI00304,1290,415,4,Faulkner,STAI,Stair 4,STAI N0404,N
NSTAI00404,1782,1240,4,Faulkner,STAI,Stair 5,STAI N0504,N
NSTAI00504,2342,1233,4,Faulkner,STAI,Stair 6,STAI N0604,N
NSTAI00704,174,1219,4,Faulkner,STAI,Stair 1,STAI N0104,N
PCONF00105,1369,451,5,Faulkner,CONF,Suite 58,CONF002,P
PCONF00205,1233,553,5,Faulkner,CONF,Suite 5940,CONF003,P
PCONF00305,1235,518,5,Faulkner,CONF,Suite 5945,CONF004,P
PCONF00405,1257,1230,5,Faulkner,CONF,Vacant,CONF005,P
PCONF00605,1128,436,5,Faulkner,CONF,Suite 51,CONF001,P
PDEPT00105,1250,266,5,Faulkner,DEPT,Orthopedic Association,DEPT002,P
PDEPT00205,1370,348,5,Faulkner,DEPT,BWH Surgical Specialties,DEPT003,P
PDEPT00305,1264,519,5,Faulkner,DEPT,Endocrinology/Diabetes/Hem-Onc,DEPT004,P
PDEPT00405,1264,553,5,Faulkner,DEPT,Ambulatory Clinic,DEPT005,P
PDEPT00505,1264,691,5,Faulkner,DEPT,Ambulatory Care 1,DEPT006,P
PDEPT00605,1264,750,5,Faulkner,DEPT,Ambulatory Care 2,DEPT007,P
PDEPT00705,1264,788,5,Faulkner,DEPT,Ambulatory Care 3,DEPT008,P
PDEPT00805,1264,847,5,Faulkner,DEPT,Ambulatory Care 4,DEPT009,P
PDEPT00905,1235,611,5,Faulkner,DEPT,Internal Medicine/Headache,DEPT010,P
PDEPT01005,1235,750,5,Faulkner,DEPT,BWH Primary Care Physicians,DEPT011,P
PDEPT01105,1181,1109,5,Faulkner,DEPT,Nursing Staff Development,DEPT012,P
PDEPT01205,1266,1053,5,Faulkner,DEPT,X-Ray Waiting,DEPT013,P
PDEPT01305,1332,1212,5,Faulkner,DEPT,Oncology Clinic west,DEPT014,P
PDEPT01405,2320,1233,5,Faulkner,DEPT,DEPT014,Oncology Clinic east,P
PDEPT01505,1077,1230,5,Faulkner,DEPT,Outpatient Infusion Center,DEPT016,P
PDEPT01605,1078,1191,5,Faulkner,DEPT,Residents,DEPT017,P
PDEPT01705,818,1191,5,Faulkner,DEPT,HemoDialysis,DEPT018,P
PDEPT01805,673,1212,5,Faulkner,DEPT,Intesive Care Unit/Critical Care Unit east,DEPT019,P
PDEPT01905,205,1219,5,Faulkner,DEPT,Intesive Care Unit/Critical Care Unit west,DEPT019,P
PDEPT02105,1191,274,5,Faulkner,DEPT,ENT/Eye/Physical/Dermatologist,DEPT001,P
PELEV00X05,1208,414,5,Faulkner,ELEV,Elevator 1 Level 5,ELEVX,P
PELEV00Y05,1157,1179,5,Faulkner,ELEV,Elevator 2 Level 5,ELEVY,P
PELEV00Z05,1323,1157,5,Faulkner,ELEV,Elevator 3 Level 5,ELEVZ,P
PHALL00102,4303,632,5,45 Francis,HALL,Kiosk,HALL,Z
PHALL00105,1145,436,5,Faulkner,HALL,Hall 2,HALL002,P
PHALL00205,1145,310,5,Faulkner,HALL,Hall 3,HALL003,P
PHALL00305,1195,287,5,Faulkner,HALL,Hall 4,HALL004,P
PHALL00405,1250,281,5,Faulkner,HALL,Hall 5,HALL005,P
PHALL00505,1315,287,5,Faulkner,HALL,Hall 6,HALL006,P
PHALL00605,1355,311,5,Faulkner,HALL,Hall 7,HALL007,P
PHALL00705,1354,348,5,Faulkner,HALL,Hall 8,HALL008,P
PHALL00805,1355,451,5,Faulkner,HALL,Hall 9,HALL009,P
PHALL00905,1355,479,5,Faulkner,HALL,Hall 10,HALL010,P
PHALL01005,1250,414,5,Faulkner,HALL,Hall 11,HALL011,P
PHALL01105,1250,478,5,Faulkner,HALL,Hall 12,HALL012,P
PHALL01205,1250,518,5,Faulkner,HALL,Hall 13,HALL013,P
PHALL01305,1250,553,5,Faulkner,HALL,Hall 14,HALL014,P
PHALL01405,1250,611,5,Faulkner,HALL,Hall 15,HALL015,P
PHALL01505,1250,691,5,Faulkner,HALL,Hall 16,HALL016,P
PHALL01605,1250,750,5,Faulkner,HALL,Hall 17,HALL017,P
PHALL01705,1250,788,5,Faulkner,HALL,Hall 18,HALL018,P
PHALL01805,1250,847,5,Faulkner,HALL,Hall 19,HALL019,P
PHALL01905,1250,992,5,Faulkner,HALL,Hall 20,HALL020,P
PHALL02005,1250,1053,5,Faulkner,HALL,Hall 21,HALL021,P
PHALL02105,1250,1110,5,Faulkner,HALL,Hall 22,HALL022,P
PHALL02205,1257,1157,5,Faulkner,HALL,Hall 23,HALL023,P
PHALL02305,1257,1213,5,Faulkner,HALL,Hall 24,HALL024,P
PHALL02505,1217,1212,5,Faulkner,HALL,Hall 26,HALL026,P
PHALL02605,1157,1212,5,Faulkner,HALL,Hall 27,HALL027,P
PHALL02705,1077,1212,5,Faulkner,HALL,Hall 28,HALL028,P
PHALL02905,818,1212,5,Faulkner,HALL,Hall 30,HALL030,P
PHALL03005,722,1212,5,Faulkner,HALL,Hall 31,HALL031,P
PHALL03305,1145,479,5,Faulkner,HALL,Hall 1,HALL001,P
PLABS00205,1231,992,5,Faulkner,LABS,X-Ray,LABS001,P
PREST00505,1217,1190,5,Faulkner,REST,Restroom A,RESTA,P
PSTAI00105,722,1240,5,Faulkner,STAI,Staircase B,STAIRB,P
PSTAI00205,2342,1233,5,Faulkner,STAI,Staircase C,STAIRC,P
PSTAI00305,1221,1053,5,Faulkner,STAI,Staircase D,STAIRD,P
PSTAI00405,1290,414,5,Faulkner,STAI,Staircase E,STAIRE,P
PSTAI00605,174,1219,5,Faulkner,STAI,Staircase A,STAIRA,P
WELEV00E01,3265,830,4,45 Francis,ELEV,Elevator E,Elevator E1,Z
WELEV00E02,3238,865,5,45 Francis,ELEV,Elevator E,Elevator E2,Z
WELEV00F01,3058,954,4,45 Francis,ELEV,Elevator F,Elevator F1,Z
WELEV00F02,3078,944,5,45 Francis,ELEV,Elevator F,Elevator F2,Z
WELEV00G01,2935,875,4,45 Francis,ELEV,Elevator G,Elevator G1,Z
WELEV00G02,2924,872,5,45 Francis,ELEV,Elevator G,Elevator G2,Z
WELEV00H01,2740,1077,4,45 Francis,ELEV,Elevator H,Elevator H1,Z
WELEV00H02,2733,1104,5,45 Francis,ELEV,Elevator H,Elevator H2,Z
AHALL00101,1638,2551,4,BTM,HALL,Hall,Hall,Z
AHALL00102,1593,2565,5,BTM,HALL,Hall,Hall,Z
AHALL00103,1539,2739,6,BTM,HALL,Hall,Hall,Z
AHALL001L2,1627,2780,1,BTM,HALL,Hallway to Elevator,Hall,Z
AHALL00201,1608,2596,4,BTM,HALL,Hall,Hall,Z
AHALL00202,1593,2604,5,BTM,HALL,Hall,Hall,Z
AHALL00203,1600,2739,6,BTM,HALL,Hall,Hall,Z
AHALL00301,1608,2746,4,BTM,HALL,Hall,Hall,Z
AHALL00302,1593,2743,5,BTM,HALL,Hall,Hall,Z
AHALL00303,1650,2739,6,BTM,HALL,Hall,Hall,Z
AHALL003L2,1699,2753,1,BTM,HALL,Hall,Hall,Z
AHALL00401,1426,2746,4,BTM,HALL,Hall,Hall,Z
AHALL00402,1593,2784,5,BTM,HALL,Hall,Hall,Z
AHALL00403,1650,2766,6,BTM,HALL,Hall,Hall,Z
AHALL0040G,1529,2544,3,BTM,HALL,Hall,Hall,Z
AHALL004L2,1699,2780,1,BTM,HALL,Hall,Hall,Z
AHALL00501,1426,2869,4,BTM,HALL,Hall,Hall,Z
AHALL00502,1398,2743,5,BTM,HALL,Hall,Hall,Z
AHALL00503,1650,2866,6,BTM,HALL,Hall,Hall,Z
AHALL00601,1679,2869,4,BTM,HALL,Hall,Hall,Z
AHALL00602,1692,2543,5,BTM,HALL,Hall,Hall,Z
AHALL00603,1593,2866,6,BTM,HALL,HallNode,HallNode,Z
AHALL0060G,1598,2640,3,BTM,HALL,Hall,Hall,Z
AHALL00701,1017,2869,4,BTM,HALL,Hall,Hall,Z
AHALL00801,1535,2746,4,BTM,HALL,Hall,Hall,Z
AHALL00901,1559,2575,4,BTM,HALL,Hall,Hall,Z
AHALL0090G,1525,2732,3,BTM,HALL,Hall,Hall,Z
AHALL01001,1605,2568,4,BTM,HALL,Hall,Hall,Z
AHALL0100G,1600,2859,3,BTM,HALL,Hall,Hall,Z
AHALL01101,1403,829,1,Faulkner,HALL,Hallway Intersection 12,Hallway Intersection 12,A
AHALL0110G,1552,2859,3,BTM,HALL,Hall,Hall,Z
AHALL01201,1256,762,1,Faulkner,HALL,Hallway Intersection 13,Hallway Intersection 13,A
AHALL01301,1256,829,1,Faulkner,HALL,Hallway Intersection 14,Hallway Intersection 14,A
AHALL01401,1256,923,1,Faulkner,HALL,Hallway Intersection 15,Hallway Intersection 15,A
AHALL0140G,1600,2732,3,BTM,HALL,Hall,Hall,Z
AHALL01501,1256,1053,1,Faulkner,HALL,Hallway Intersection 16,,A
AHALL01601,1256,1157,1,Faulkner,HALL,Hallway Intersection 17,,A
AHALL01701,1403,963,1,Faulkner,HALL,Hallway Intersection 18,Hallway Intersection 18,A
WELEV00H03,2686,1101,6,45 Francis,ELEV,Elevator H,Elevator H3,Z
WELEV00HL1,2716,1097,2,45 Francis,ELEV,Elevator H,Elevator HL1,Z
WELEV00J01,2389,817,4,45 Francis,ELEV,Elevator J,Elevator J1,Z
WELEV00J02,2389,800,5,45 Francis,ELEV,Elevator J,Elevator J2,Z
WELEV00J03,2365,800,6,45 Francis,ELEV,Elevator J,Elevator J3,Z
WELEV00JL1,2358,800,2,45 Francis,ELEV,Elevator J,Elevator JL1,Z
WELEV00JL2,2361,807,1,45 Francis,ELEV,Elevator J,Elevator JL2,Z
WELEV00K01,2240,985,4,45 Francis,ELEV,Elevator K,Elevator K1,Z
WELEV00K02,2211,964,5,45 Francis,ELEV,Elevator K,Elevator K2,Z
WELEV00K03,2194,988,6,45 Francis,ELEV,Elevator K,Elevator K3,Z
WELEV00KL1,2220,974,2,45 Francis,ELEV,Elevator K,Elevator KL1,Z
WELEV00KL2,2191,985,1,45 Francis,ELEV,Elevator K,Elevator KL2,Z
WELEV00L01,1810,930,4,Tower,ELEV,Elevator L,Elevator L1,Z
WELEV00L02,1805,923,5,Tower,ELEV,Elevator L,Elevator L2,Z
WELEV00L03,1788,930,6,Tower,ELEV,Elevator L,Elevator L3,Z
WELEV00LL1,1785,924,2,Tower,ELEV,Elevator L,Elevator LL1,Z
WELEV00LL2,1788,926,1,Tower,ELEV,Elevator L,Elevator LL2,Z
WELEV00M01,1815,1323,4,Tower,ELEV,Elevator M,Elevator M1,Z
WELEV00M02,1825,1320,5,Tower,ELEV,Elevator M,Elevator M2,Z
WELEV00M03,1815,1320,6,Tower,ELEV,Elevator M,Elevator M3,Z
WELEV00ML1,1819,1316,2,Tower,ELEV,Elevator M,Elevator ML1,Z
WELEV00ML2,1822,1313,1,Tower,ELEV,Elevator M,Elevator ML2,Z
WHALL00102,3160,892,5,45 Francis,HALL,Hallway Connector 1 Floor 2,Hallway W0102,Z
WHALL00103,1815,1292,6,45 Francis,HALL,Hallway Connector 1 Floor 3,Hallway W0103,Z
WHALL001L2,1745,1525,1,Tower,HALL,Hallway Connector 1 Floor L2,Hallway W01L2,Z
WHALL00201,2187,910,4,45 Francis,HALL,Hallway Connector 2 Floor 1,Hallway W0201,Z
WHALL00202,3228,885,5,15 Francis,HALL,Hallway Connector 2 Floor 2,Hallway W0202,Z
WHALL00203,2139,1289,6,45 Francis,HALL,Hallway Connector 2 Floor 3,Hallway W0203,Z
WHALL00402,2180,903,5,45 Francis,HALL,Hallway Connector 4 Floor 2,Hallway W0402,Z
WHALL00502,2187,1286,5,45 Francis,HALL,Hallway Connector 5 Floor 2,Hallway W0502,Z
WHALL00602,2215,1286,5,45 Francis,HALL,Hallway Connector 6 Floor 2,Hallway W0602,Z
